Experiment,v1_mean,v2_mean,v3_mean,v4_mean,a_mean,ndt1_mean,ndt2_mean,ndt3_mean,ndt4_mean,alpha_mean,v1_mode,v2_mode,v3_mode,v4_mode,a_mode,ndt1_mode,ndt2_mode,ndt3_mode,ndt4_mode,alpha_mode
4006_associative_priming_part_2.dat,2.3133512560422473,2.407533150181356,-2.7958055952568728,-2.7441291791799887,1.3655536527525194,0.49958875357780314,0.4957587375275579,0.4682774176161983,0.469679017552471,1.9523629402032092,"ModeResult(mode=1.6345406081674878, count=1)","ModeResult(mode=1.553037044420312, count=1)","ModeResult(mode=-3.7138730675316767, count=1)","ModeResult(mode=-3.5454463804901053, count=1)","ModeResult(mode=1.1451375889106403, count=1)","ModeResult(mode=0.433240391025278, count=1)","ModeResult(mode=0.4571867630382577, count=1)","ModeResult(mode=0.42155027244336485, count=1)","ModeResult(mode=0.4752513107076794, count=2)","ModeResult(mode=1.957580282971478, count=2)"
3007_associative_priming_part_1.dat,2.180563749957262,1.724680868126781,-2.230808590189495,-2.084425468067701,1.4237802602882446,0.6056794333697769,0.5716146879331507,0.5488065898154322,0.5566375847745303,1.696832165596319,"ModeResult(mode=1.5165454597187342, count=1)","ModeResult(mode=1.0821019386138566, count=1)","ModeResult(mode=-2.86890404344788, count=1)","ModeResult(mode=-2.7383704569342044, count=1)","ModeResult(mode=1.1536624693004471, count=1)","ModeResult(mode=0.6112738251600756, count=2)","ModeResult(mode=0.5113826658923236, count=1)","ModeResult(mode=0.48997742341300027, count=1)","ModeResult(mode=0.5813985194968607, count=2)","ModeResult(mode=1.3623532564112872, count=1)"
4000_associative_priming_part_1.dat,2.373487178693302,2.3670432357381306,-2.5179519715767484,-1.8283785984580416,1.489588226744459,0.5314783358745425,0.5735470169940728,0.433677101961443,0.36768707154175717,1.6729031241196761,"ModeResult(mode=1.7512387813751493, count=1)","ModeResult(mode=1.6563224787095516, count=1)","ModeResult(mode=-3.4522633744241618, count=1)","ModeResult(mode=-2.534700431734561, count=1)","ModeResult(mode=1.1782973460852268, count=1)","ModeResult(mode=0.471445352869558, count=1)","ModeResult(mode=0.5168477878827211, count=1)","ModeResult(mode=0.37102462891967464, count=1)","ModeResult(mode=0.2749387001979914, count=1)","ModeResult(mode=1.3030102676008906, count=1)"
4012_associative_priming_part_2.dat,2.275977373368889,2.0117231681339467,-2.0933821657851475,-2.413805133872118,1.2263882679350695,0.48933711071843017,0.5167401049357563,0.42153251101741995,0.43063974508313996,1.6543714390639275,"ModeResult(mode=1.52283794573498, count=1)","ModeResult(mode=1.8952686544466184, count=2)","ModeResult(mode=-2.9614912223508543, count=1)","ModeResult(mode=-3.432827823440063, count=1)","ModeResult(mode=0.9555371001034124, count=1)","ModeResult(mode=0.43705569871720507, count=1)","ModeResult(mode=0.46213280725201933, count=1)","ModeResult(mode=0.3679122081322335, count=1)","ModeResult(mode=0.37210006333548906, count=1)","ModeResult(mode=1.3343768647469112, count=1)"
4016_associative_priming_part_2.dat,1.7823362228465554,1.8245750410200086,-1.331061350027982,-1.708325040321754,1.7193657313164987,0.5057821996641652,0.5327584648255184,0.45481853236126774,0.44404755130536117,1.9708692738826097,"ModeResult(mode=1.188108785096505, count=1)","ModeResult(mode=1.1386692634881888, count=1)","ModeResult(mode=-1.8202656102348775, count=1)","ModeResult(mode=-2.229683989216301, count=1)","ModeResult(mode=1.5313318953059474, count=1)","ModeResult(mode=0.42512521664376784, count=1)","ModeResult(mode=0.4623968012724001, count=1)","ModeResult(mode=0.3411068502739138, count=1)","ModeResult(mode=0.38423213801815614, count=1)","ModeResult(mode=1.7758605543357067, count=1)"
4003_associative_priming_part_1.dat,2.6861631992055486,2.4215171701947793,-2.382476522658841,-2.178211793569671,1.5439871332632242,0.5885978561355307,0.560691861673201,0.4895654591393314,0.4781764439209673,1.8445793093522156,"ModeResult(mode=1.907931149593492, count=1)","ModeResult(mode=1.7557005490833766, count=1)","ModeResult(mode=-3.101419610586051, count=1)","ModeResult(mode=-3.0136588956904173, count=1)","ModeResult(mode=1.4569845904309797, count=2)","ModeResult(mode=0.5261419486521284, count=1)","ModeResult(mode=0.49539816266761416, count=1)","ModeResult(mode=0.4333726846040943, count=1)","ModeResult(mode=0.4014382122694699, count=1)","ModeResult(mode=1.4881902828695417, count=1)"
1017_associative_priming_part_1.dat,1.4912248877015695,0.9329917636520442,-1.8071207118022028,-1.9331229278976243,2.0911649160402397,0.4858423807908464,0.4392985312964356,0.3851709575847084,0.3950753794910721,1.6041880071804426,"ModeResult(mode=1.0055794861359768, count=1)","ModeResult(mode=0.973951559871733, count=2)","ModeResult(mode=-2.4626835024067995, count=1)","ModeResult(mode=-2.4189575529208422, count=1)","ModeResult(mode=2.147826108955289, count=2)","ModeResult(mode=0.29820788451074426, count=1)","ModeResult(mode=0.2997924874500667, count=1)","ModeResult(mode=0.28447367310248295, count=1)","ModeResult(mode=0.28781395102169305, count=1)","ModeResult(mode=1.2680567246179133, count=1)"
4018_associative_priming_part_2.dat,2.048642007357141,1.8988605022982126,-2.4800936653825745,-2.21484143386322,1.743622162535322,0.5937099506088671,0.5941603596015587,0.5162964606148704,0.523361457284621,1.9472720657835008,"ModeResult(mode=1.5627277805501851, count=1)","ModeResult(mode=1.3815251260079726, count=1)","ModeResult(mode=-3.1312400380357692, count=1)","ModeResult(mode=-2.912690582264537, count=1)","ModeResult(mode=1.4983005599709471, count=1)","ModeResult(mode=0.5775976166608401, count=2)","ModeResult(mode=0.49493081548459306, count=1)","ModeResult(mode=0.45253381876353466, count=1)","ModeResult(mode=0.43019350633509584, count=1)","ModeResult(mode=1.722195031815888, count=1)"
3010_associative_priming_part_2.dat,3.2546081814427517,2.807040090319563,-3.5673780440654754,-3.174084831761643,1.4219751703067869,0.49319658972541064,0.5070506106031746,0.4585567151992015,0.45801938635332623,1.9002707998503883,"ModeResult(mode=2.243772465012774, count=1)","ModeResult(mode=1.9660773927211175, count=1)","ModeResult(mode=-4.7007816287242346, count=1)","ModeResult(mode=-4.106493678502404, count=1)","ModeResult(mode=1.131854176348081, count=1)","ModeResult(mode=0.4286484205491858, count=1)","ModeResult(mode=0.45459320726958896, count=1)","ModeResult(mode=0.4039731985527011, count=1)","ModeResult(mode=0.41121058567946384, count=1)","ModeResult(mode=1.583424408947434, count=1)"
4020_associative_priming_part_2.dat,2.177825404275988,2.5435844504502985,-2.70061309147516,-2.5521464358768116,1.2306115505882018,0.4788947440354109,0.5058840366519877,0.4507297078014451,0.44614770450989605,1.8107486475874193,"ModeResult(mode=1.4524554566729564, count=1)","ModeResult(mode=1.7693776777932544, count=1)","ModeResult(mode=-3.620367068881392, count=1)","ModeResult(mode=-3.4662848842560825, count=1)","ModeResult(mode=0.9254176373201702, count=1)","ModeResult(mode=0.4220648272049057, count=1)","ModeResult(mode=0.5120225300860909, count=2)","ModeResult(mode=0.40869647886356697, count=1)","ModeResult(mode=0.40194489833999475, count=1)","ModeResult(mode=1.5397788119209304, count=1)"
2028_associative_priming_part_1.dat,1.5299442644930032,1.052305566487389,-1.5159399322645304,-1.5099792133044192,1.5346713168730068,0.6463959372942347,0.6767854526245446,0.5810590890024456,0.532151109762544,1.7025983213872595,"ModeResult(mode=1.5565731656642305, count=2)","ModeResult(mode=0.5275147031204157, count=1)","ModeResult(mode=-1.5410898293077873, count=2)","ModeResult(mode=-2.0687799828259372, count=1)","ModeResult(mode=1.280782209999909, count=1)","ModeResult(mode=0.5627548018106462, count=1)","ModeResult(mode=0.6167079314386825, count=1)","ModeResult(mode=0.5100072070884124, count=1)","ModeResult(mode=0.4560093586469085, count=1)","ModeResult(mode=1.1735094248749642, count=1)"
1025_associative_priming_part_1.dat,0.8502022747120322,0.6687698364592013,-1.5809488042191011,-1.400812231176282,1.0413174191866998,0.5620621639691533,0.5573412465845253,0.4929977395779407,0.4701842191009341,1.7140215181302267,"ModeResult(mode=0.25376353473563285, count=1)","ModeResult(mode=0.09396563035670136, count=1)","ModeResult(mode=-2.2301326745272703, count=1)","ModeResult(mode=-2.0344892563438686, count=1)","ModeResult(mode=0.6755083301850464, count=1)","ModeResult(mode=0.5786296503572753, count=2)","ModeResult(mode=0.5100239552896046, count=1)","ModeResult(mode=0.4859217854773104, count=2)","ModeResult(mode=0.4261669162349184, count=1)","ModeResult(mode=1.159707268112537, count=1)"
5001_associative_priming_part_2.dat,2.347692157514216,1.7586052168404072,-2.5704344128007377,-2.202328133940314,1.2787644016402149,0.5004066119686034,0.4995912631817315,0.453064097670666,0.43180196298856605,1.8168388455129563,"ModeResult(mode=1.4893986256590814, count=1)","ModeResult(mode=1.0584387173379448, count=1)","ModeResult(mode=-3.2570260693309447, count=1)","ModeResult(mode=-3.0843040612761334, count=1)","ModeResult(mode=1.0051679662735968, count=1)","ModeResult(mode=0.42636375322524184, count=1)","ModeResult(mode=0.4352153256932545, count=1)","ModeResult(mode=0.41270725298444016, count=1)","ModeResult(mode=0.38285006310244285, count=1)","ModeResult(mode=1.5210220294369499, count=1)"
4012_associative_priming_part_1.dat,1.8774274925649357,1.9986852789887892,-2.7881534268460717,-2.6534267703238483,1.5180323976402115,0.4429092210387744,0.5018466074798528,0.4181050163677188,0.4156845167735962,1.4596092477818388,"ModeResult(mode=1.3162516229684815, count=1)","ModeResult(mode=1.1538388774560535, count=1)","ModeResult(mode=-3.666106885952473, count=1)","ModeResult(mode=-3.671151761662812, count=1)","ModeResult(mode=1.0594634003970842, count=1)","ModeResult(mode=0.34563201563035956, count=1)","ModeResult(mode=0.44520224588315205, count=1)","ModeResult(mode=0.3621414484533093, count=1)","ModeResult(mode=0.3536532867611713, count=1)","ModeResult(mode=1.0952462678815393, count=1)"
2014_associative_priming_part_1.dat,2.1999379040422546,1.8475042932009689,-2.0524277629634464,-1.8104850138841198,2.1202351065275304,0.6069321321061493,0.5595046243344204,0.5101958518828184,0.5498637047268657,1.8161325136725286,"ModeResult(mode=1.5647905742102424, count=1)","ModeResult(mode=1.1578304238031571, count=1)","ModeResult(mode=-2.777105136704962, count=1)","ModeResult(mode=-2.3256732360120993, count=1)","ModeResult(mode=1.753730926862018, count=1)","ModeResult(mode=0.4997521953219957, count=1)","ModeResult(mode=0.46095645324684903, count=1)","ModeResult(mode=0.4122141609575623, count=1)","ModeResult(mode=0.43980926284833544, count=1)","ModeResult(mode=1.5284217599293242, count=1)"
4009_associative_priming_part_1.dat,2.072590018300644,1.5617363206953145,-2.318907758990844,-2.5217680014388053,1.5309186647198998,0.5482443231966379,0.5732808549455858,0.4923690429684644,0.5077985264872641,1.723608583046354,"ModeResult(mode=1.447395900887865, count=1)","ModeResult(mode=0.9218739073327304, count=1)","ModeResult(mode=-2.997107101733962, count=1)","ModeResult(mode=-3.28539170981073, count=1)","ModeResult(mode=1.1838493810422541, count=1)","ModeResult(mode=0.5296270294677075, count=2)","ModeResult(mode=0.516094393137337, count=1)","ModeResult(mode=0.4015657190745598, count=1)","ModeResult(mode=0.4390195014497731, count=1)","ModeResult(mode=1.4073312807514367, count=1)"
4014_associative_priming_part_2.dat,2.2921552787543993,1.7911384486987345,-1.9069779062671337,-2.273547991896358,1.9452193326957399,0.46160124770622857,0.4603947382134618,0.3660895268278769,0.40869767196064777,1.9362067284734115,"ModeResult(mode=1.6726092852764651, count=1)","ModeResult(mode=1.2779000368998186, count=1)","ModeResult(mode=-2.443704417028191, count=1)","ModeResult(mode=-3.081611697749505, count=1)","ModeResult(mode=1.6327361910619804, count=1)","ModeResult(mode=0.343849291495403, count=1)","ModeResult(mode=0.36792506973665806, count=1)","ModeResult(mode=0.23999731665288146, count=1)","ModeResult(mode=0.3138749775357169, count=1)","ModeResult(mode=1.7111646122446427, count=1)"
3020_associative_priming_part_1.dat,2.2471298489778224,1.5990398613160004,-2.292887734399278,-1.7466469178725261,1.6007771261625212,0.6432959052261022,0.6390445907778423,0.5556898014410812,0.4944139323479052,1.8749533756469836,"ModeResult(mode=1.6241864097347973, count=1)","ModeResult(mode=0.8164165921155524, count=1)","ModeResult(mode=-3.0577055613315416, count=1)","ModeResult(mode=-2.333607415449981, count=1)","ModeResult(mode=1.3855825771116965, count=1)","ModeResult(mode=0.5691280386442157, count=1)","ModeResult(mode=0.5792777551733265, count=1)","ModeResult(mode=0.48326763506343084, count=1)","ModeResult(mode=0.40177657330557337, count=1)","ModeResult(mode=1.5812866794946463, count=1)"
3027_associative_priming_part_2.dat,2.191873595207204,2.1003282958312455,-2.886706362827292,-2.4952333479693394,1.150776188028083,0.48106293515183424,0.5168358603018985,0.4798080423618719,0.45633382535347555,1.4425085703456066,"ModeResult(mode=1.4593593046167368, count=1)","ModeResult(mode=1.3085160301730476, count=1)","ModeResult(mode=-3.84349007169015, count=1)","ModeResult(mode=-3.5365835178893734, count=1)","ModeResult(mode=0.8451561462713405, count=1)","ModeResult(mode=0.4304324101701182, count=1)","ModeResult(mode=0.45781520473297094, count=1)","ModeResult(mode=0.4399337221633456, count=1)","ModeResult(mode=0.3964268833101324, count=1)","ModeResult(mode=1.1296814760317164, count=1)"
3033_associative_priming_part_1.dat,1.8657261858309813,1.68007312910545,-2.192502910056846,-2.1928956295421687,1.5834707136535509,0.61765558075671,0.6110672096699734,0.49007585755591554,0.48158701266753656,1.8723688227846125,"ModeResult(mode=1.2771995615236456, count=1)","ModeResult(mode=1.0987473476079783, count=1)","ModeResult(mode=-2.7468067380122614, count=1)","ModeResult(mode=-2.8869964946282027, count=1)","ModeResult(mode=1.2919184566514432, count=1)","ModeResult(mode=0.5360413543182173, count=1)","ModeResult(mode=0.5327176065617206, count=1)","ModeResult(mode=0.43680944887545203, count=1)","ModeResult(mode=0.41667335517070425, count=1)","ModeResult(mode=1.5326492584873561, count=1)"
2022_associative_priming_part_1.dat,1.9546332810845672,1.9177881657860054,-2.013089302020208,-1.7611745314962526,2.0330461940618583,0.6183185192378496,0.6321575657234976,0.5382450844993553,0.5357809160042188,1.874710264827694,"ModeResult(mode=1.4993148004514267, count=1)","ModeResult(mode=1.4156711893241873, count=1)","ModeResult(mode=-2.6032523511168355, count=1)","ModeResult(mode=-2.2647081417542605, count=1)","ModeResult(mode=1.7681792213270606, count=1)","ModeResult(mode=0.5093497864806479, count=1)","ModeResult(mode=0.5493515837894148, count=1)","ModeResult(mode=0.44348488916248585, count=1)","ModeResult(mode=0.41407260334031826, count=1)","ModeResult(mode=1.5364140219924713, count=1)"
4002_associative_priming_part_1.dat,2.209522116890468,2.1899401020149423,-2.0432285904984813,-1.6291852910066587,1.614264331472712,0.6332868755043087,0.6227920343023619,0.5423199977784221,0.527644320705692,1.9504004447877519,"ModeResult(mode=1.6312900474904555, count=1)","ModeResult(mode=1.5768291418154576, count=1)","ModeResult(mode=-2.827867988496309, count=1)","ModeResult(mode=-2.21084360287872, count=1)","ModeResult(mode=1.4049067444705456, count=1)","ModeResult(mode=0.5601808501094001, count=1)","ModeResult(mode=0.5620791480393312, count=1)","ModeResult(mode=0.4837888700951423, count=1)","ModeResult(mode=0.45577061155575704, count=1)","ModeResult(mode=1.985346644534686, count=2)"
3002_associative_priming_part_2.dat,2.960272892515487,2.601057725072712,-2.6914335238556197,-2.3991938037969813,1.0589243523932397,0.517511313082481,0.5203060267889298,0.47515803490263897,0.4845414411990886,1.658380666261252,"ModeResult(mode=1.7998794779931129, count=1)","ModeResult(mode=1.561068057006651, count=1)","ModeResult(mode=-3.6954560123183358, count=1)","ModeResult(mode=-3.2319488513873846, count=1)","ModeResult(mode=0.7411149872438809, count=1)","ModeResult(mode=0.48589493159506286, count=1)","ModeResult(mode=0.4913050273181745, count=1)","ModeResult(mode=0.42054535481880817, count=1)","ModeResult(mode=0.4424928428172102, count=1)","ModeResult(mode=1.2982962297098648, count=1)"
4026_associative_priming_part_2.dat,2.521969758160583,1.8625079750067088,-2.1398575247209246,-2.2409592607673394,1.8541152518372563,0.5591461934061419,0.5597677930907334,0.48557668536945037,0.4944505479874994,1.9782179509216105,"ModeResult(mode=1.9220714032351789, count=1)","ModeResult(mode=1.2790428015805793, count=1)","ModeResult(mode=-2.686750330068188, count=1)","ModeResult(mode=-3.095191148167171, count=1)","ModeResult(mode=1.598451164501677, count=1)","ModeResult(mode=0.4517031324071581, count=1)","ModeResult(mode=0.4932206268756674, count=1)","ModeResult(mode=0.3961465014081481, count=1)","ModeResult(mode=0.42537881182592624, count=1)","ModeResult(mode=1.7750941095025023, count=1)"
2019_associative_priming_part_1.dat,2.7142495923578362,2.101530542574351,-2.4187219852035318,-2.457369299270864,2.0698223705573358,0.5766184952249616,0.5489149279728786,0.5223666880336615,0.5299619275316292,1.92537082641285,"ModeResult(mode=2.1063849893683253, count=1)","ModeResult(mode=1.4702621842846115, count=1)","ModeResult(mode=-3.1348256001881936, count=1)","ModeResult(mode=-3.2128171501844176, count=1)","ModeResult(mode=1.7183167717440022, count=1)","ModeResult(mode=0.46970430921725537, count=1)","ModeResult(mode=0.4553409801233958, count=1)","ModeResult(mode=0.412653280185656, count=1)","ModeResult(mode=0.5318654172696924, count=2)","ModeResult(mode=1.9717453453429543, count=2)"
2012_associative_priming_part_1.dat,2.33442106243539,1.6827589223702935,-2.0835490061324267,-2.0929263070477315,1.2090639641934373,0.5905620374574407,0.5627031957840931,0.5291020911173164,0.5092555433054755,1.6742155564123924,"ModeResult(mode=1.635556993119357, count=1)","ModeResult(mode=1.0532551099039917, count=1)","ModeResult(mode=-2.804627342713715, count=1)","ModeResult(mode=-2.8357772578433886, count=1)","ModeResult(mode=0.8992225960681062, count=1)","ModeResult(mode=0.5973787787512358, count=2)","ModeResult(mode=0.5621890123619268, count=2)","ModeResult(mode=0.4834764631358489, count=1)","ModeResult(mode=0.4493666129898186, count=1)","ModeResult(mode=1.3784122118004813, count=1)"
2016_associative_priming_part_2.dat,2.8556577930757774,2.322808838721617,-2.7639837631050748,-2.6675942150734455,0.9590054943788586,0.6059041577665064,0.586229758142433,0.5083003675211203,0.5085226005010517,1.5727734703020169,"ModeResult(mode=2.037826422239386, count=1)","ModeResult(mode=1.523481827215274, count=1)","ModeResult(mode=-3.8129414248229274, count=1)","ModeResult(mode=-3.5970917084364036, count=1)","ModeResult(mode=0.7094392293478613, count=1)","ModeResult(mode=0.5713830047264679, count=1)","ModeResult(mode=0.5543150962057978, count=1)","ModeResult(mode=0.47528702950853197, count=1)","ModeResult(mode=0.48167650869775436, count=1)","ModeResult(mode=1.2866563059120284, count=1)"
4021_associative_priming_part_2.dat,3.1863340993145366,3.2689756584249294,-3.183118311723538,-2.948780071201857,1.313061775264929,0.5421111005484525,0.5454137167418615,0.5113513454147145,0.487153769717657,1.8407090257802021,"ModeResult(mode=2.1855782601660443, count=1)","ModeResult(mode=2.2618953610134023, count=1)","ModeResult(mode=-4.082219115814201, count=1)","ModeResult(mode=-3.855178537005534, count=1)","ModeResult(mode=1.0541535055721025, count=1)","ModeResult(mode=0.5409918211202082, count=2)","ModeResult(mode=0.5033883258570305, count=1)","ModeResult(mode=0.4628784978329483, count=1)","ModeResult(mode=0.4491925236401654, count=1)","ModeResult(mode=1.8515507991592788, count=2)"
1029_associative_priming_part_2.dat,2.712038791401664,2.092616244493883,-2.056995149915368,-1.9543843702684316,1.1952564631625082,0.5426167788179982,0.5382439168932509,0.4927436724031126,0.5112434888002022,1.83551204390583,"ModeResult(mode=1.9816020905037663, count=1)","ModeResult(mode=1.389535748981322, count=1)","ModeResult(mode=-2.716850435372153, count=1)","ModeResult(mode=-2.6848280350707574, count=1)","ModeResult(mode=0.9838769856537976, count=1)","ModeResult(mode=0.49900539748715356, count=1)","ModeResult(mode=0.5014718582508835, count=1)","ModeResult(mode=0.4533434400264476, count=1)","ModeResult(mode=0.46651744923428123, count=1)","ModeResult(mode=1.5403202431159724, count=1)"
2020_associative_priming_part_1.dat,1.654214342162493,1.1192117809706592,-1.8645493782823492,-1.4738880532247722,1.0752040107783551,0.4657558855879045,0.4794784938819894,0.45540803156568227,0.406427974012907,1.1545505426058107,"ModeResult(mode=1.148790422288966, count=1)","ModeResult(mode=0.6714719092679964, count=1)","ModeResult(mode=-2.4892020958686247, count=1)","ModeResult(mode=-2.0862982798594327, count=1)","ModeResult(mode=0.8215856678163752, count=1)","ModeResult(mode=0.3904554106612627, count=1)","ModeResult(mode=0.42777663381377695, count=1)","ModeResult(mode=0.4019915616879885, count=1)","ModeResult(mode=0.35575295113730726, count=1)","ModeResult(mode=0.9863982461260865, count=1)"
1020_associative_priming_part_2.dat,1.2531285516653656,1.2214153371467131,-1.488880191190175,-1.676229460792062,1.29744149034841,0.4047155109336437,0.4812455732201787,0.4199694913323364,0.41598366523644165,1.641829304292205,"ModeResult(mode=0.683244948615995, count=1)","ModeResult(mode=0.6834530867506037, count=1)","ModeResult(mode=-2.0446754209947806, count=1)","ModeResult(mode=-2.3760790298168493, count=1)","ModeResult(mode=0.9312524609965906, count=1)","ModeResult(mode=0.3404973387650686, count=1)","ModeResult(mode=0.4289102287634809, count=1)","ModeResult(mode=0.35116099413030394, count=1)","ModeResult(mode=0.35964784320433363, count=1)","ModeResult(mode=1.1812722346985556, count=1)"
4001_associative_priming_part_1.dat,1.3185611281281424,0.9514590538226414,-1.469928855080021,-1.3487527605135208,0.7167247615985716,0.4583774523778248,0.48754746640448837,0.4590595887710187,0.45369979206410005,1.2919511502776302,"ModeResult(mode=1.177791499723991, count=2)","ModeResult(mode=0.4939836834466582, count=1)","ModeResult(mode=-2.1318849599127323, count=1)","ModeResult(mode=-2.185498502212246, count=1)","ModeResult(mode=0.7385982776124098, count=2)","ModeResult(mode=0.4267238060729054, count=1)","ModeResult(mode=0.449812230166654, count=1)","ModeResult(mode=0.4317306384275591, count=1)","ModeResult(mode=0.422314423016165, count=1)","ModeResult(mode=1.001757613658449, count=1)"
2009_associative_priming_part_2.dat,1.5205115966951792,1.6220638543197479,-2.115462404765707,-1.2953729757323313,0.7408526667581492,0.44278466971018554,0.4563126276397778,0.42677152459431206,0.4064122776624687,1.523005665244067,"ModeResult(mode=0.9469555928560383, count=1)","ModeResult(mode=1.2691294921900271, count=2)","ModeResult(mode=-2.017732495930251, count=2)","ModeResult(mode=-2.063285445755575, count=1)","ModeResult(mode=0.7703638045329926, count=2)","ModeResult(mode=0.4169456765792567, count=1)","ModeResult(mode=0.43145444617850215, count=1)","ModeResult(mode=0.4057296668716947, count=1)","ModeResult(mode=0.3738079011453924, count=1)","ModeResult(mode=1.1684743310451717, count=1)"
1004_associative_priming_part_1.dat,1.8301868990380494,1.7874115946466482,-2.0026433787056876,-1.5143203672057133,1.21366932853825,0.4821610713860862,0.5098119712519572,0.4456374310058646,0.4294209792478641,1.6267659359119926,"ModeResult(mode=1.1878489477719893, count=1)","ModeResult(mode=1.0094454884483164, count=1)","ModeResult(mode=-2.565201448099427, count=1)","ModeResult(mode=-2.083205540438683, count=1)","ModeResult(mode=0.9641313030339662, count=1)","ModeResult(mode=0.4272321026771102, count=1)","ModeResult(mode=0.462545824801632, count=1)","ModeResult(mode=0.3805626721304247, count=1)","ModeResult(mode=0.3704806911944982, count=1)","ModeResult(mode=1.3101801810371563, count=1)"
1019_associative_priming_part_1.dat,1.6902023255839809,1.627453990703128,-1.6212362476915412,-1.6491291266653973,1.9897082932821273,0.504684879346799,0.5928737453006336,0.4554141415544622,0.4026702200999243,1.765745984903178,"ModeResult(mode=1.118930818518864, count=1)","ModeResult(mode=1.132486995178359, count=1)","ModeResult(mode=-2.1173451637787384, count=1)","ModeResult(mode=-2.1916396242980674, count=1)","ModeResult(mode=1.6468129740361603, count=1)","ModeResult(mode=0.35259925131242364, count=1)","ModeResult(mode=0.46406993952230213, count=1)","ModeResult(mode=0.346018164902846, count=1)","ModeResult(mode=0.2654803325880104, count=1)","ModeResult(mode=1.39939196920511, count=1)"
3005_associative_priming_part_2.dat,2.1483259369962955,2.2732074538544937,-2.508016588003278,-2.553048619597646,0.9897659905572884,0.5037315170072356,0.5199313714547409,0.4925591400164275,0.4738141645284776,1.4660835334241997,"ModeResult(mode=1.4166872116805656, count=1)","ModeResult(mode=1.5040938862258733, count=1)","ModeResult(mode=-3.501954056739521, count=1)","ModeResult(mode=-3.399339804438091, count=1)","ModeResult(mode=0.7346092582259878, count=1)","ModeResult(mode=0.46229541113402217, count=1)","ModeResult(mode=0.5300610100360912, count=2)","ModeResult(mode=0.45793505541653845, count=1)","ModeResult(mode=0.43472239022814213, count=1)","ModeResult(mode=1.119735638700019, count=1)"
1029_associative_priming_part_1.dat,2.4995508375704376,2.0520014700510423,-1.7793105187296523,-1.4420476460642662,1.5367127608003177,0.6017450395185403,0.5890900744433925,0.5288542792466444,0.48705441934451255,1.8776528858055648,"ModeResult(mode=1.8786346826239195, count=1)","ModeResult(mode=1.2371972934774425, count=1)","ModeResult(mode=-2.333193100745457, count=1)","ModeResult(mode=-1.9710572232534775, count=1)","ModeResult(mode=1.3344887690974732, count=1)","ModeResult(mode=0.5357281790208702, count=1)","ModeResult(mode=0.5926953976785645, count=2)","ModeResult(mode=0.4690765484282902, count=1)","ModeResult(mode=0.4207917299401149, count=1)","ModeResult(mode=1.9495543535521633, count=2)"
1010_associative_priming_part_1.dat,1.0765577940055002,0.9397104024116593,-1.587574333140631,-1.373008616007166,1.115189106712097,0.4356960590296992,0.520122153179341,0.4696756629648051,0.4340313754857923,1.125077696862454,"ModeResult(mode=0.6912467474671962, count=1)","ModeResult(mode=0.4892441738281148, count=1)","ModeResult(mode=-2.23686586985431, count=1)","ModeResult(mode=-1.4710408680598626, count=2)","ModeResult(mode=0.7775835312825523, count=1)","ModeResult(mode=0.36873075444703546, count=1)","ModeResult(mode=0.45400044237455855, count=1)","ModeResult(mode=0.41893174700479785, count=1)","ModeResult(mode=0.3652423546640546, count=1)","ModeResult(mode=0.979099830402117, count=1)"
3003_associative_priming_part_1.dat,2.5208253072193183,2.345083209353326,-2.7885031275275804,-2.4803477930833187,1.4910531764695798,0.5626476861092544,0.5772854116079359,0.5027823377061457,0.4860470409489853,1.7942750390672895,"ModeResult(mode=1.7027925162216184, count=1)","ModeResult(mode=1.4588458076850275, count=1)","ModeResult(mode=-3.7070816095367376, count=1)","ModeResult(mode=-3.2502974436392646, count=1)","ModeResult(mode=1.1534480663307098, count=1)","ModeResult(mode=0.4980001494774513, count=1)","ModeResult(mode=0.5823517094918389, count=2)","ModeResult(mode=0.49595706208808243, count=2)","ModeResult(mode=0.4180126521390157, count=1)","ModeResult(mode=1.4271092976863868, count=1)"
4017_associative_priming_part_1.dat,1.9845383697079064,1.6924440514674546,-2.4446829109385755,-2.2215098189308353,1.368675479717868,0.5517145713368456,0.5396677452380513,0.4951944551826209,0.4862802732901295,1.8142831313719476,"ModeResult(mode=1.378132626016774, count=1)","ModeResult(mode=0.9224886928788207, count=1)","ModeResult(mode=-3.505074071619477, count=1)","ModeResult(mode=-2.9677975888194075, count=1)","ModeResult(mode=1.0817803709119596, count=1)","ModeResult(mode=0.4869994539912557, count=1)","ModeResult(mode=0.4916969768163357, count=1)","ModeResult(mode=0.4293643446379864, count=1)","ModeResult(mode=0.44748358493643403, count=1)","ModeResult(mode=1.3867192671182371, count=1)"
5000_associative_priming_part_1.dat,3.146090627595998,2.933752697616582,-3.007093278801619,-2.557323161423945,1.8544279043689693,0.5928404778420059,0.5931041461342593,0.5095145724560198,0.4899476782507575,1.5919120900955652,"ModeResult(mode=2.212282647822381, count=1)","ModeResult(mode=2.0684176135904706, count=1)","ModeResult(mode=-4.012492127898646, count=1)","ModeResult(mode=-3.293448161599981, count=1)","ModeResult(mode=1.3981818877974121, count=1)","ModeResult(mode=0.5049369667224863, count=1)","ModeResult(mode=0.523844934048878, count=1)","ModeResult(mode=0.41666817531017736, count=1)","ModeResult(mode=0.4116443378477058, count=1)","ModeResult(mode=1.2325921257609769, count=1)"
