Experiment,v1_mean,v2_mean,zr_mean,a_mean,ndt_mean,sndt_mean,alpha_mean,v1_median,v2_median,zr_median,a_median,ndt_median,sndt_median,alpha_median
2009_class_words_part_2.dat,4.420646801424285,-2.368848163381649,0.3989482722911237,1.0143978917471628,0.48352477655832715,0.003224832717609889,2.0104734650813127,4.433466408847501,-2.366035071251127,0.39778720876444396,1.0108836472871614,0.48373608852874717,0.00325032436244084,2.014854263633193
3015_class_pictures_part_2.dat,1.661577284800962,-2.264754274665476,0.3556889188503622,1.1000708154141394,0.6348650043126892,0.03349000773501415,1.9546867829581638,1.6628362160246826,-2.254917133747508,0.35453883981210865,1.0993582018780181,0.6344149283668644,0.034026894748152715,1.978217831611651
1021_class_words_part_1.dat,3.82072297838299,-1.8047321517686363,0.4022621769896849,1.4341371216774492,0.474792958372129,-0.00809584306833122,1.9829688205242624,3.8197487659807456,-1.803623799449222,0.40257004244590383,1.4255801213276875,0.47473788361613967,-0.007142789863232579,1.9888457336841174
2004_class_words_part_2.dat,3.484230186796398,-2.754890791295929,0.38804644346585837,0.78436134135562,0.43061643665496374,0.016045050025881274,1.8457504912840585,3.48333152419985,-2.745307028697839,0.38657226863766836,0.784689231121683,0.4309329305244848,0.016049608975857166,1.8747375337182681
2019_class_words_part_1.dat,2.6708119048065235,-1.676866258444792,0.39814547576828824,0.7851358098870688,0.46760533813424116,0.03987519120009116,1.6103591208982684,2.6627154159752164,-1.663874975991415,0.3974106251807205,0.7911835834634181,0.46691740387986724,0.041272575563415397,1.624287495280674
4010_class_words_part_2.dat,2.771703347230526,-2.1926925792852012,0.38473551599997285,0.8903957928579335,0.4185696877974035,0.005667095692125632,1.84904175618112,2.7614880488634177,-2.186617570718973,0.3836632989245813,0.8934904872771795,0.4187887290540003,0.005707934444596663,1.8759748415464461
1016_class_words_part_2.dat,3.0099205562004716,-2.662374136457599,0.38459931732662433,0.9967431998748444,0.40240187056161414,0.0158675200007481,1.7488774855207383,3.013711517979038,-2.6634098811768063,0.383231958223756,0.9887350830890308,0.40308733810257125,0.015452841447846116,1.7653130058850668
2008_class_words_part_1.dat,3.170426560681739,-2.1477015059492386,0.42828484654417315,1.1220613675864255,0.541053878118391,0.014072321482566487,1.9997612528562547,3.1680682462256167,-2.148530582090349,0.4280919712722521,1.119550004831141,0.5411406418555538,0.014213985802483717,2.008255041771938
3004_class_words_part_2.dat,3.467986898226017,-2.5804677313448754,0.3951719513413274,0.9106286280679972,0.4249884391842096,0.01595242147950845,1.8774554833661132,3.4530237680400733,-2.588213844788319,0.3945234900600434,0.9116376010951377,0.4250684102035401,0.015669404109158833,1.903327269636789
3006_class_words_part_1.dat,2.7685912561315615,-2.448861309013539,0.43926053395581677,1.071972885811072,0.4733044214862872,0.01788609777042322,1.8964701952771552,2.7814646594299752,-2.44190530406021,0.43748909114377715,1.0670275961260924,0.473423581541957,0.01700631505966843,1.9188473268794537
