participant,v1,v2,a,ndt,alpha,accuracy_percentage,mean_log_rt,RT_mean_correct_error,mean_correct,mean_Crror,log_alpha_mean,error_array,RT_Cor_arr
11,2.7915322299845653,-2.6350004770516673,2.763069399177503,0.16509976159529974,1.0752857308145747,0.8678516228748068,6.489332924548231,0.6725850077279754,0.6787880676758682,0.6318479532163743,0.07162254451602233,"13150    0.726
13183    0.577
13184    0.613
13185    0.574
13186    0.899
         ...  
14371    0.528
14374    0.551
14375    0.423
14406    0.592
14422    0.907
Name: rt, Length: 171, dtype: float64","13141    0.592
13142    0.475
13143    0.667
13144    0.637
13145    0.793
         ...  
14430    0.974
14431    0.858
14432    1.068
14433    0.732
14434    1.147
Name: rt, Length: 1123, dtype: float64"
12,1.6109579624840704,-1.2572132092457895,1.1106638045569772,0.45560903481548864,1.6645511522805945,0.882396449704142,6.62634707231632,0.7844652366863903,0.7797384744341995,0.8199308176100629,0.5087508932285374,"14441    0.873
14459    0.715
14470    0.904
14472    0.668
14487    0.806
         ...  
15736    0.750
15752    1.141
15759    0.583
15761    0.695
15775    0.770
Name: rt, Length: 159, dtype: float64","14435    0.532
14436    0.911
14437    0.844
14438    0.538
14439    0.466
         ...  
15782    0.609
15783    0.808
15784    0.961
15785    0.819
15786    0.918
Name: rt, Length: 1193, dtype: float64"
13,2.5429010021309075,-1.6108897654442236,1.4820373230061605,0.3709367796649276,1.5252675201396995,0.9296296296296296,6.557508112891836,0.7316725925925927,0.7287370517928287,0.7704526315789474,0.42165195780178044,"15837    0.875
15878    1.113
15886    1.108
15903    0.872
15915    0.495
         ...  
17043    1.023
17061    0.655
17068    1.027
17080    0.548
17134    0.775
Name: rt, Length: 95, dtype: float64","15787    0.579
15788    1.040
15789    1.034
15790    0.479
15791    0.680
         ...  
17131    0.696
17132    0.677
17133    0.875
17135    0.709
17136    0.762
Name: rt, Length: 1255, dtype: float64"
14,2.4205163607919755,-2.096068284212213,1.2177798012734453,0.40110214145841394,1.5609498442655936,0.9425373134328359,6.480847642075953,0.6679977611940299,0.6683602533650039,0.662051948051948,0.4448046678260214,"17168    0.836
17169    0.805
17205    0.699
17237    0.640
17288    0.701
         ...  
18417    0.625
18418    0.588
18421    0.629
18423    0.668
18445    0.620
Name: rt, Length: 77, dtype: float64","17137    0.525
17138    0.903
17139    0.617
17140    0.594
17141    0.770
         ...  
18472    0.834
18473    0.892
18474    0.544
18475    0.754
18476    0.649
Name: rt, Length: 1263, dtype: float64"
15,1.2473009432876503,-0.9766217669227543,1.503744853656689,0.3293364545932581,1.7595673001028416,0.8469462840323767,6.681865156148702,0.8554790286975718,0.8540451781059949,0.8634134615384615,0.5646360928683755,"18483    1.285
18488    1.113
18501    0.751
18502    0.816
18526    0.581
         ...  
19782    0.848
19793    1.383
19796    0.940
19801    0.752
19819    1.773
Name: rt, Length: 208, dtype: float64","18477    0.938
18478    0.670
18479    0.751
18480    0.439
18481    0.796
         ...  
19831    1.571
19832    0.644
19833    1.022
19834    0.637
19835    1.037
Name: rt, Length: 1151, dtype: float64"
16,2.1305103027732346,-1.6670553550347402,2.12774618591652,0.14630877935788472,1.0968922615204086,0.7551525144270403,6.499049555141203,0.6783957131079967,0.6867893013100436,0.6525084175084176,0.09166078336570138,"19839    0.625
19847    0.556
19849    0.617
19855    0.508
19860    0.584
         ...  
21044    0.267
21045    0.211
21046    0.261
21047    0.215
21048    0.213
Name: rt, Length: 297, dtype: float64","19836    0.619
19837    0.702
19838    0.667
19840    0.875
19841    0.773
         ...  
21034    0.356
21035    0.315
21038    0.227
21039    0.224
21040    0.371
Name: rt, Length: 916, dtype: float64"
17,1.4288067586583548,-1.1593745868429577,1.165359608091406,0.3542169189226817,1.9242258754340325,0.8475975975975976,6.472415047126521,0.6893498498498499,0.6871417183348095,0.7016305418719211,0.6541658758513711,"21055    0.463
21068    0.507
21072    0.442
21078    0.515
21082    0.571
         ...  
22356    0.422
22358    0.461
22368    0.404
22373    0.566
22378    0.390
Name: rt, Length: 203, dtype: float64","21049    0.472
21050    0.417
21051    0.366
21052    0.449
21053    0.388
         ...  
22375    0.497
22376    0.476
22377    0.430
22379    0.465
22380    0.490
Name: rt, Length: 1129, dtype: float64"
18,0.9039130367530611,-1.0154448484345477,1.4533398214775457,0.499826970697636,1.8431111718702282,0.830470500373413,6.856809864778493,1.0220843913368187,1.0014928057553956,1.122955947136564,0.6107930441037417,"22387    0.789
22393    1.591
22396    1.708
22401    1.081
22407    0.626
         ...  
23698    0.664
23708    1.292
23710    1.094
23712    1.260
23714    0.997
Name: rt, Length: 227, dtype: float64","22381    0.554
22382    0.774
22383    0.814
22384    0.692
22385    0.792
         ...  
23715    0.773
23716    0.560
23717    0.964
23718    0.913
23719    1.331
Name: rt, Length: 1112, dtype: float64"
19,2.4088433281700503,-2.1360659125415737,1.291166152865724,0.46971724973073503,1.7624633195559378,0.953125,6.5956532020469005,0.7529992559523809,0.750135831381733,0.8112222222222223,0.5663957171425651,"23737    0.932
23740    0.540
23760    1.127
23770    0.892
23781    0.711
         ...  
25018    0.850
25019    0.918
25025    0.683
25040    0.704
25063    1.351
Name: rt, Length: 63, dtype: float64","23720    0.770
23721    0.600
23722    0.736
23723    0.831
23724    1.164
         ...  
25058    0.514
25059    0.589
25060    0.708
25061    0.817
25062    0.736
Name: rt, Length: 1281, dtype: float64"
20,1.8883949354131804,-1.2375471989361893,1.3785877818740857,0.3399885419656548,1.7343824183170697,0.9060205580029369,6.546523144747829,0.7398355359765051,0.7390737439222043,0.7471796875000001,0.5502413209817169,"25065    0.717
25080    0.665
25086    0.762
25126    0.957
25130    0.343
         ...  
26351    0.813
26365    0.708
26386    0.570
26401    0.445
26404    0.528
Name: rt, Length: 128, dtype: float64","25064    0.409
25066    1.313
25067    0.667
25068    0.471
25069    1.014
         ...  
26421    0.494
26422    0.494
26423    0.497
26424    0.411
26425    1.066
Name: rt, Length: 1234, dtype: float64"
21,1.5852508131340994,-1.3946604764250423,1.677714410277152,0.4169406037137438,1.7721110625239402,0.926681783824641,6.768048698126643,0.926148148148148,0.9146517128874387,1.0714536082474224,0.5717531699494706,"26444    0.980
26478    1.450
26486    1.788
26509    1.173
26569    0.700
         ...  
27669    0.780
27680    1.154
27699    1.228
27704    1.603
27732    0.880
Name: rt, Length: 97, dtype: float64","26426    1.135
26427    1.584
26428    1.087
26429    1.369
26430    0.833
         ...  
27744    0.731
27745    0.753
27746    0.751
27747    0.552
27748    0.839
Name: rt, Length: 1226, dtype: float64"
22,1.6873854216235133,-1.1814984668064987,1.2855721120497015,0.40920538416745733,1.763563409845005,0.8873027798647634,6.62224139475602,0.791222389181067,0.7865774767146486,0.8277933333333333,0.5668178852164991,"27755    0.653
27764    0.746
27771    0.661
27781    0.797
27795    0.555
         ...  
29052    0.519
29055    0.621
29058    0.602
29068    0.779
29069    1.371
Name: rt, Length: 150, dtype: float64","27749    1.034
27750    0.574
27751    0.567
27752    0.950
27753    1.034
         ...  
29075    0.881
29076    0.769
29077    0.595
29078    1.495
29079    0.945
Name: rt, Length: 1181, dtype: float64"
23,2.675950954583666,-1.7364846968274996,1.161327862662106,0.3978144050834426,1.5580596496751462,0.9328808446455505,6.464358913957135,0.6629117647058823,0.6572441390460791,0.7416853932584269,0.4429160776084075,"29089    0.591
29112    0.726
29126    0.577
29128    1.039
29164    0.863
         ...  
30359    0.723
30370    0.475
30379    0.717
30390    0.563
30399    0.422
Name: rt, Length: 89, dtype: float64","29080    0.589
29081    0.622
29082    0.619
29083    0.622
29084    0.662
         ...  
30401    0.649
30402    0.560
30403    0.665
30404    0.846
30405    0.558
Name: rt, Length: 1237, dtype: float64"
24,1.3265201424474915,-0.8517235074982636,1.9379216277887827,0.42536647394996463,1.9830749860773984,0.887988209285188,6.954569197636361,1.1561915991156966,1.1283336099585062,1.3770394736842106,0.68454779260482,"30421    0.715
30431    1.224
30434    0.847
30443    0.830
30448    0.987
         ...  
31731    0.711
31744    0.852
31749    0.608
31758    2.379
31760    1.980
Name: rt, Length: 152, dtype: float64","30406    0.918
30407    1.291
30408    0.709
30409    0.887
30410    0.825
         ...  
31756    1.216
31757    1.320
31759    1.225
31761    0.767
31762    0.835
Name: rt, Length: 1205, dtype: float64"
25,1.4407091536936045,-1.2689152083741029,1.0713110251089515,0.44047371159650683,1.4631262361524557,0.8626126126126126,6.618720837968938,0.7762162162162163,0.7720626631853786,0.8022950819672131,0.37972050552025505,"31766    0.716
31777    0.476
31780    0.712
31789    0.581
31790    0.886
         ...  
33069    0.584
33075    0.707
33088    0.648
33090    1.137
33094    1.255
Name: rt, Length: 183, dtype: float64","31763    0.441
31764    0.642
31765    0.707
31767    0.764
31768    0.868
         ...  
33087    0.907
33089    0.668
33091    1.044
33092    0.688
33093    0.811
Name: rt, Length: 1149, dtype: float64"
26,1.0464477304703006,-0.8332909823062208,2.209886877118293,0.36276213097287735,2.0027416993810445,0.8871834228702993,7.05199274538328,1.2965955487336915,1.2710778546712802,1.4972653061224488,0.6944311307505348,"33105    0.816
33109    0.773
33111    1.408
33117    0.825
33124    2.033
         ...  
34378    1.259
34385    1.413
34390    1.158
34392    1.083
34394    0.576
Name: rt, Length: 147, dtype: float64","33095    1.095
33096    1.222
33097    1.201
33098    0.819
33099    1.485
         ...  
34391    0.827
34393    1.263
34395    2.531
34396    0.640
34397    1.134
Name: rt, Length: 1156, dtype: float64"
27,1.4946017525389197,-1.2837690291151902,0.6325816259564403,0.36798482354185585,1.172082231353212,0.8447111777944486,6.339867982268292,0.5777074268567143,0.5758241563055062,0.587951690821256,0.15790748483474498,"34404    0.554
34406    0.387
34413    0.513
34418    0.462
34427    0.511
         ...  
35697    0.586
35705    0.524
35723    0.644
35726    0.623
35730    0.609
Name: rt, Length: 207, dtype: float64","34398    0.464
34399    0.449
34400    0.432
34401    0.574
34402    0.472
         ...  
35724    0.755
35725    0.544
35727    0.520
35728    0.757
35729    0.422
Name: rt, Length: 1126, dtype: float64"
28,1.7840027377019338,-1.6170046925779071,0.9345031451116436,0.3433153502163024,1.4489354885253343,0.8839615668883961,6.365379319290587,0.5975025868440503,0.5980317725752509,0.5934713375796179,0.37017271707989274,"35731    0.616
35739    0.508
35740    0.674
35745    1.050
35749    0.795
         ...  
37031    0.726
37046    0.467
37053    0.387
37056    0.523
37070    0.765
Name: rt, Length: 157, dtype: float64","35732    0.497
35733    0.732
35734    0.543
35735    0.474
35736    0.622
         ...  
37079    0.504
37080    0.492
37081    0.639
37082    0.522
37083    0.692
Name: rt, Length: 1196, dtype: float64"
29,1.6407456549119688,-1.4185932991117236,0.8952284172806773,0.44050445026228535,1.5148890051395691,0.8775964391691394,6.517719400246182,0.6993464391691395,0.6954302620456467,0.7274242424242424,0.41453173220319534,"37086    0.651
37094    0.794
37103    0.673
37127    1.223
37145    0.878
         ...  
38420    0.623
38421    0.580
38422    0.690
38424    0.715
38429    1.218
Name: rt, Length: 165, dtype: float64","37084    0.696
37085    0.651
37087    0.718
37088    0.770
37089    0.760
         ...  
38426    0.556
38427    0.926
38428    0.966
38430    1.080
38431    0.724
Name: rt, Length: 1183, dtype: float64"
30,1.4270060344998707,-1.1490431257295783,1.2016903091002284,0.47443993938296136,1.6846316177690053,0.8662659654395192,6.701299810011805,0.8540473328324567,0.8467007805724198,0.901634831460674,0.5208128052058335,"38444    0.703
38449    0.987
38452    1.119
38453    1.147
38465    0.637
         ...  
39722    0.939
39728    1.259
39737    1.692
39748    1.307
39753    0.841
Name: rt, Length: 178, dtype: float64","38432    0.562
38433    0.520
38434    1.644
38435    0.691
38436    0.913
         ...  
39758    0.708
39759    0.601
39760    0.547
39761    0.498
39762    0.641
Name: rt, Length: 1153, dtype: float64"
31,1.7274432341057087,-1.1843060941858898,1.7954547747926477,0.3757853724715231,1.7736580775563853,0.924864446165763,6.778433226997304,0.949705654531371,0.9409028475711894,1.058061855670103,0.5726770263128348,"39781    0.791
39793    2.213
39795    1.053
39804    1.277
39812    1.190
         ...  
40982    1.012
41019    0.595
41046    0.587
41050    0.567
41051    0.401
Name: rt, Length: 97, dtype: float64","39763    0.831
39764    0.783
39765    0.752
39766    0.904
39767    0.989
         ...  
41047    0.707
41048    0.452
41049    0.507
41052    0.437
41053    0.546
Name: rt, Length: 1194, dtype: float64"
32,1.2953997220324658,-1.0249821597798954,1.074950265151929,0.4965174802156862,1.6537748245629584,0.8372268274302939,6.698240841907826,0.8499562923888468,0.8389171917191719,0.9067361111111112,0.5021192633308743,"41058    0.909
41062    0.733
41065    0.990
41067    1.451
41075    0.540
         ...  
42360    1.103
42362    1.204
42364    0.948
42367    0.794
42372    1.052
Name: rt, Length: 216, dtype: float64","41054    0.753
41055    0.594
41056    0.573
41057    0.655
41059    0.656
         ...  
42376    0.518
42377    0.637
42378    0.931
42379    0.737
42380    0.569
Name: rt, Length: 1111, dtype: float64"
33,2.543707509736315,-2.046911650709841,1.4604076393229821,0.394190961776219,1.483041476538896,0.9321907600596125,6.541421512363748,0.7140663189269747,0.7091438848920864,0.7817362637362638,0.393577843494998,"42391    0.826
42393    0.494
42405    0.514
42414    0.772
42438    0.696
         ...  
43687    0.882
43693    0.892
43695    0.719
43707    0.696
43712    0.893
Name: rt, Length: 91, dtype: float64","42381    0.543
42382    0.670
42383    0.560
42384    0.579
42385    0.608
         ...  
43718    0.960
43719    1.031
43720    0.640
43721    0.615
43722    0.624
Name: rt, Length: 1251, dtype: float64"
34,0.9433214703975533,-1.1651864781729429,1.3897152530331087,0.49002292754496746,1.9384376951794176,0.8276374442793462,6.774205981639866,0.9439933135215454,0.9176804308797127,1.0703405172413794,0.6615708854775137,"43725    1.079
43727    1.227
43749    0.967
43754    0.862
43774    1.480
         ...  
45044    1.193
45045    0.659
45053    0.995
45062    0.803
45063    0.947
Name: rt, Length: 232, dtype: float64","43723    0.996
43724    0.786
43726    0.959
43728    0.739
43729    1.108
         ...  
45064    1.152
45065    0.910
45066    0.849
45067    0.767
45068    0.915
Name: rt, Length: 1114, dtype: float64"
35,1.5046983689090396,-1.4019382624290142,0.9344543456963024,0.37059007849998343,1.402188680727866,0.8468401486988848,6.452085676643001,0.6549710037174721,0.650793678665496,0.6780679611650483,0.3372773615570808,"45070    0.521
45075    0.664
45076    0.572
45089    0.460
45090    0.692
         ...  
46364    0.761
46365    0.701
46366    1.097
46371    0.617
46390    0.601
Name: rt, Length: 206, dtype: float64","45069    0.501
45071    0.547
45072    0.516
45073    0.764
45074    0.699
         ...  
46409    0.555
46410    0.614
46411    0.475
46412    0.501
46413    0.501
Name: rt, Length: 1139, dtype: float64"
36,1.1991732138589377,-1.002022143928577,1.21310482073426,0.4227656009119282,1.71889781770814,0.8233555062823356,6.659853613683988,0.8289615668883962,0.8201391382405745,0.8700836820083682,0.5410371544323039,"46419    1.091
46422    0.893
46429    0.591
46432    0.721
46436    1.022
         ...  
47737    0.851
47758    1.375
47759    0.617
47763    0.860
47766    0.797
Name: rt, Length: 239, dtype: float64","46414    0.547
46415    0.681
46416    0.731
46417    0.730
46418    0.995
         ...  
47760    0.625
47761    0.803
47762    0.817
47764    0.580
47765    1.022
Name: rt, Length: 1114, dtype: float64"
37,1.466343267449211,-0.9747267067001423,1.629261889273726,0.4038643455950548,1.9517378621079087,0.8831845238095238,6.7747189123064055,0.9576078869047618,0.9385728727885425,1.1015222929936308,0.6685529722830539,"47787    1.896
47794    1.232
47798    1.825
47801    2.203
47807    1.518
         ...  
49085    0.855
49088    1.450
49093    0.832
49096    1.007
49105    0.963
Name: rt, Length: 157, dtype: float64","47767    0.794
47768    1.784
47769    0.854
47770    0.758
47771    0.952
         ...  
49106    0.538
49107    0.851
49108    0.813
49109    0.494
49110    0.956
Name: rt, Length: 1187, dtype: float64"
38,2.414669299723464,-1.987012823160064,1.8343816171349012,0.4398126146152641,1.6328643983283986,0.9474903474903474,6.7204167108731685,0.8566895752895753,0.8549087204563977,0.8888235294117648,0.48998973311594834,"49147    0.789
49177    0.788
49181    0.722
49184    0.874
49185    0.808
         ...  
50360    0.809
50367    0.441
50387    1.115
50390    0.744
50394    0.710
Name: rt, Length: 68, dtype: float64","49111    0.682
49112    0.664
49113    0.710
49114    0.693
49115    0.773
         ...  
50401    0.695
50402    1.093
50403    0.601
50404    0.692
50405    0.465
Name: rt, Length: 1227, dtype: float64"
39,1.3754451670216714,-1.0285464782837455,1.3758334502046443,0.4418633555896531,1.9620395772972958,0.8561847988077497,6.704856310562331,0.8765842026825633,0.863544821583986,0.9542124352331607,0.6738074875401014,"50411    1.368
50424    0.862
50427    0.780
50428    0.745
50460    1.571
         ...  
51704    0.542
51713    0.907
51730    0.960
51736    0.640
51738    1.065
Name: rt, Length: 193, dtype: float64","50406    1.238
50407    0.742
50408    1.479
50409    1.032
50410    0.711
         ...  
51743    0.681
51744    0.729
51745    0.673
51746    0.686
51747    0.701
Name: rt, Length: 1149, dtype: float64"
40,1.3370183624352834,-0.9687370647286138,1.1932440044943542,0.38999857783188474,1.529889208858732,0.8275602409638554,6.625444748184326,0.8005421686746987,0.7870573248407642,0.8652576419213974,0.4244156298560272,"51751    0.926
51763    1.360
51775    0.650
51782    0.578
51792    1.353
         ...  
53060    0.368
53064    0.636
53067    0.775
53069    1.110
53075    0.379
Name: rt, Length: 229, dtype: float64","51748    0.623
51749    0.565
51750    0.552
51752    0.744
51753    1.060
         ...  
53070    1.083
53071    0.869
53072    0.515
53073    0.833
53074    0.454
Name: rt, Length: 1099, dtype: float64"
41,2.164424181785241,-1.4437156746270343,0.9992580110768624,0.4312443557537528,1.5042548087246277,0.9022556390977443,6.516948589178406,0.695418045112782,0.69119,0.7344461538461539,0.4075525115521405,"53091    0.553
53101    0.779
53113    0.648
53118    0.665
53124    0.844
         ...  
54322    0.668
54331    0.668
54360    0.662
54363    0.824
54369    0.740
Name: rt, Length: 130, dtype: float64","53076    0.463
53077    0.661
53078    0.465
53079    0.473
53080    0.541
         ...  
54401    0.637
54402    0.774
54403    0.693
54404    0.612
54405    1.058
Name: rt, Length: 1200, dtype: float64"
42,1.0868495057646328,-1.0962339242929628,1.148183592367832,0.5543392886071453,1.5448995460171777,0.8288888888888889,6.820321402739024,0.9543103703703704,0.9438007149240394,1.0052207792207792,0.43402037069525906,"54414    1.094
54415    1.193
54430    0.811
54440    1.027
54446    0.758
         ...  
55737    1.370
55740    1.261
55742    0.886
55749    0.675
55750    1.078
Name: rt, Length: 231, dtype: float64","54406    0.737
54407    0.854
54408    0.863
54409    0.626
54410    0.712
         ...  
55751    0.974
55752    0.870
55753    0.656
55754    0.698
55755    0.727
Name: rt, Length: 1119, dtype: float64"
43,2.1132702760258186,-1.5122491384350323,1.5692223179329128,0.42251072007642104,1.7409933580279597,0.9406968124536694,6.681798038384324,0.8385144551519644,0.8292994483845548,0.9846875,0.5540910745400319,"55779    1.669
55785    0.568
55789    0.936
55792    1.505
55840    0.700
         ...  
57058    1.227
57063    1.129
57079    1.068
57082    0.782
57086    1.197
Name: rt, Length: 80, dtype: float64","55756    1.001
55757    0.825
55758    1.021
55759    1.325
55760    1.213
         ...  
57100    0.587
57101    0.795
57102    0.609
57103    0.605
57104    0.480
Name: rt, Length: 1269, dtype: float64"
44,2.13007328128855,-1.5407875397695434,0.823930250526737,0.3276437001496834,1.2673817368034208,0.9045830202854996,6.284725439456661,0.5470758827948909,0.5498737541528239,0.5205511811023623,0.23601595446980317,"57120    0.492
57136    0.595
57144    0.559
57146    0.429
57150    0.558
         ...  
58407    0.383
58411    0.477
58417    0.465
58428    0.379
58430    0.453
Name: rt, Length: 127, dtype: float64","57105    0.635
57106    0.586
57107    0.426
57108    0.449
57109    0.668
         ...  
58431    0.703
58432    0.661
58433    0.663
58434    0.670
58435    0.460
Name: rt, Length: 1204, dtype: float64"
45,2.1588753439311827,-1.7874865098820518,0.8502128515385499,0.3569262216938696,1.3032978392603105,0.8967310549777118,6.324791227436059,0.5689338781575037,0.5675186412593205,0.5812230215827339,0.2641479303419571,"58449    0.590
58455    0.361
58457    0.673
58458    0.640
58460    0.484
         ...  
59756    0.562
59759    0.565
59761    0.592
59768    0.442
59771    0.554
Name: rt, Length: 139, dtype: float64","58436    0.459
58437    0.349
58438    0.495
58439    0.531
58440    0.611
         ...  
59777    0.614
59778    0.733
59779    0.522
59780    0.522
59781    0.798
Name: rt, Length: 1207, dtype: float64"
46,1.1805942231093003,-0.9331928011786247,0.7083701649651036,0.3719049874753043,1.2897354328103185,0.7936390532544378,6.430032898970833,0.6358853550295858,0.6370820130475302,0.6312831541218638,0.25327906575595305,"59782    0.534
59785    0.767
59788    0.715
59792    0.804
59795    0.814
         ...  
61113    0.439
61120    0.474
61126    0.458
61127    0.588
61133    0.463
Name: rt, Length: 279, dtype: float64","59783    0.803
59784    0.794
59786    0.448
59787    0.780
59789    0.524
         ...  
61128    0.448
61129    0.471
61130    0.522
61131    0.527
61132    0.404
Name: rt, Length: 1073, dtype: float64"
