participant,v1,v2,a,ndt,alpha,accuracy_percentage,mean_log_rt,RT_mean_correct_error,mean_correct,mean_Crror,log_alpha_mean
1.0,1.2939323217461642,-1.4291025690525598,1.3005873784482969,0.3179165606462189,1.4861475570169973,0.8540580789277736,6.517579701676807,0.7100126582278481,0.7027750653879686,0.7523673469387755,0.3955835665633297
2.0,1.1905709564885063,-1.5355741255849658,2.0614730935485617,0.14823389585646296,1.2345863267856831,0.7578304048892284,6.625363986940096,0.7873812070282661,0.7844506048387097,0.7965520504731861,0.20992268991931923
3.0,0.9677332797544023,-0.8497738460023134,1.6835029947256615,0.4946105521358947,1.8253560199621963,0.8559822747415067,6.942504251000763,1.1138338257016247,1.098111302847282,1.2072820512820515,0.601204723352833
4.0,1.3448040323141623,-1.3850660115255236,1.2329663350963582,0.48706972792990444,1.812278155641074,0.8880597014925373,6.682978195902923,0.8351679104477612,0.8263840336134454,0.9048533333333334,0.5939764714444246
5.0,3.0631279474360777,-2.707309940435588,1.0846545798426734,0.3579766270903383,1.5565601277144459,0.9584569732937686,6.280232717222301,0.5426669139465875,0.5415541795665635,0.5683392857142857,0.4419728763409335
6.0,1.2363890969554217,-1.108605214526958,0.6833916539851834,0.38247663401627113,1.3626633554684136,0.8226527570789866,6.382870799587068,0.6028874813710879,0.6038577898550725,0.5983865546218488,0.3084529804111543
7.0,0.6024060919146181,-1.060807598804093,1.0801296361399102,0.4687852464413227,1.3657541134714908,0.7974870657797487,6.728519196632857,0.8733274205469328,0.8630695088044485,0.9137226277372262,0.31013843984787565
8.0,0.8531022288507017,-1.1790646709092498,1.1321476824163141,0.44241192047138284,1.5213972960103357,0.8407212622088656,6.665528448361908,0.8244673178061608,0.814751563896336,0.8757500000000001,0.4184281970326466
9.0,0.9996106183564816,-1.061062001154334,0.6391902994941936,0.3258740012510048,1.1657931016165033,0.8022813688212928,6.31046000602012,0.5612973384030419,0.5620786729857821,0.558126923076923,0.15248868151271186
10.0,0.8310889029986053,0.3908259640962589,0.7228183383789141,0.1813190588947084,1.5855453298453714,0.5180831826401446,5.998604993105802,0.4294122965641953,0.43689528795811516,0.42136772983114446,0.4569319268999905
11.0,2.6247472599477164,-2.6613891220746337,2.8202503810922215,0.15596821612255604,1.077519097918794,0.8678516228748068,6.489332924548231,0.6725850077279754,0.6787880676758682,0.6318479532163743,0.07366429629623743
12.0,1.417798964238232,-1.2780879816812303,1.1384072219107055,0.4563678230398506,1.677291601173553,0.882396449704142,6.62634707231632,0.7844652366863903,0.7797384744341995,0.8199308176100629,0.516378868421833
13.0,2.372510662653028,-1.631767066056458,1.517512895393284,0.36871516802750587,1.5364043882775218,0.9296296296296296,6.557508112891836,0.7316725925925927,0.7287370517928287,0.7704526315789474,0.4289107604647794
14.0,2.242489180501805,-2.11846102184225,1.2476384307308892,0.399904693706877,1.5730064347238641,0.9425373134328359,6.480847642075953,0.6679977611940299,0.6683602533650039,0.662051948051948,0.4524719910621469
15.0,1.0423507016780484,-0.9986846083546658,1.537439281528933,0.32582267469811393,1.7745061631940313,0.8469462840323767,6.681865156148702,0.8554790286975718,0.8540451781059949,0.8634134615384615,0.5730716224925636
16.0,1.9469272739615884,-1.6893198049598845,2.1725980452585376,0.13647535508324768,1.0997769446096697,0.7551525144270403,6.499049555141203,0.6783957131079967,0.6867893013100436,0.6525084175084176,0.0942799201123572
17.0,1.2283015522086267,-1.1786131581365036,1.195361411810151,0.3513994529529307,1.9440546751389232,0.8475975975975976,6.472415047126521,0.6893498498498499,0.6871417183348095,0.7016305418719211,0.6644197202061236
18.0,0.6910455248448794,-1.0365529750205456,1.4856129927609538,0.5019867234478371,1.8585484863439443,0.830470500373413,6.856809864778493,1.0220843913368187,1.0014928057553956,1.122955947136564,0.619149065027623
19.0,2.2329013359263175,-2.16027292582985,1.3221169910256412,0.4708758397025458,1.778852803070188,0.953125,6.5956532020469005,0.7529992559523809,0.750135831381733,0.8112222222222223,0.575637117320632
20.0,1.6998554413437363,-1.2579509359075116,1.4111263065623483,0.3367051379074781,1.7487222505742073,0.9060205580029369,6.546523144747829,0.7398355359765051,0.7390737439222043,0.7471796875000001,0.5584651159668048
21.0,1.3878530373047804,-1.417013269229602,1.716304928322167,0.4161156838499706,1.789135505013453,0.926681783824641,6.768048698126643,0.926148148148148,0.9146517128874387,1.0714536082474224,0.5813059718196647
22.0,1.4913732401964894,-1.2029305353820665,1.3157072171506425,0.4082864247846715,1.776960295091931,0.8873027798647634,6.62224139475602,0.791222389181067,0.7865774767146486,0.8277933333333333,0.5743705239168388
23.0,2.5070105022452576,-1.759156021118503,1.191218676432706,0.3964897064345153,1.5700989008512658,0.9328808446455505,6.464358913957135,0.6629117647058823,0.6572441390460791,0.7416853932584269,0.4505934570197314
24.0,1.123979055662268,-0.8709563453731581,1.9793194816217325,0.42503731047963694,2.0018294905392593,0.887988209285188,6.954569197636361,1.1561915991156966,1.1283336099585062,1.3770394736842106,0.6939593014316536
25.0,1.2428056444529714,-1.2928278146985086,1.100342415045187,0.440604401378695,1.4747075825865434,0.8626126126126126,6.618720837968938,0.7762162162162163,0.7720626631853786,0.8022950819672131,0.38760689341939203
26.0,0.8395747893884447,-0.8533757093635801,2.255347911720633,0.3604486910170551,2.0222543268551845,0.8871834228702993,7.05199274538328,1.2965955487336915,1.2710778546712802,1.4972653061224488,0.7041258780545182
27.0,1.2960334043872617,-1.3052220525427074,0.6529275183188702,0.3656479589796574,1.1757648413658843,0.8447111777944486,6.339867982268292,0.5777074268567143,0.5758241563055062,0.587951690821256,0.16101226819353068
28.0,1.590349184867668,-1.6375899669633378,0.9585427914557304,0.34016526722840534,1.4567377396833798,0.8839615668883961,6.365379319290587,0.5975025868440503,0.5980317725752509,0.5934713375796179,0.375472542263059
29.0,1.444762855204513,-1.4388077850209375,0.9195965032502575,0.4406834973110429,1.5262770551702096,0.8775964391691394,6.517719400246182,0.6993464391691395,0.6954302620456467,0.7274242424242424,0.42198593336792617
30.0,1.2244789659543855,-1.1675013968808965,1.2302878427041388,0.4757966070527651,1.6988690943863738,0.8662659654395192,6.701299810011805,0.8540473328324567,0.8467007805724198,0.901634831460674,0.5292471331188298
31.0,1.5345807269914218,-1.2054514960536284,1.835176390805367,0.3735831837875631,1.787409765032568,0.924864446165763,6.778433226997304,0.949705654531371,0.9409028475711894,1.058061855670103,0.5803967876248352
32.0,1.0919075990775422,-1.045043139927408,1.1011204210751193,0.49871416148901865,1.6645603868480434,0.8372268274302939,6.698240841907826,0.8499562923888468,0.8389171917191719,0.9067361111111112,0.5085710601505241
33.0,2.367853905888677,-2.066277424435378,1.4930299253265513,0.3927134295658071,1.4908861910279025,0.9321907600596125,6.541421512363748,0.7140663189269747,0.7091438848920864,0.7817362637362638,0.39880869577017924
34.0,0.7317543251530793,-1.1852800632362037,1.422375126458267,0.4918244189207238,1.9557483548067285,0.8276374442793462,6.774205981639866,0.9439933135215454,0.9176804308797127,1.0703405172413794,0.6704390742966132
35.0,1.3053443391631798,-1.4238732457100398,0.9594476099028562,0.36842040941716,1.41059290598333,0.8468401486988848,6.452085676643001,0.6549710037174721,0.650793678665496,0.6780679611650483,0.3432368773676884
36.0,0.9900568137396285,-1.0224445933336552,1.2418403987200108,0.42236985779394437,1.732285537006599,0.8233555062823356,6.659853613683988,0.8289615668883962,0.8201391382405745,0.8700836820083682,0.5487614468666903
37.0,1.2662167205672945,-0.9942062883625811,1.6638122917505178,0.40304375303459034,1.970293143191318,0.8831845238095238,6.7747189123064055,0.9576078869047618,0.9385728727885425,1.1015222929936308,0.6780178203411175
38.0,2.238038503613438,-2.009400729110905,1.87459516544547,0.4400153612442953,1.6456687914751844,0.9474903474903474,6.7204167108731685,0.8566895752895753,0.8549087204563977,0.8888235294117648,0.49779676586575333
39.0,1.1746783655374067,-1.0483486549962395,1.4096068203263556,0.4419244412912345,1.9811731812344529,0.8561847988077497,6.704856310562331,0.8765842026825633,0.863544821583986,0.9542124352331607,0.6835176252575966
40.0,1.1327352645092976,-0.9888349146988128,1.2224559375264048,0.3884180053850415,1.5406420583785638,0.8275602409638554,6.625444748184326,0.8005421686746987,0.7870573248407642,0.8652576419213974,0.4314018401492893
41.0,1.9846857893222822,-1.466135823207419,1.026040250535536,0.4311068824933034,1.5151517357192101,0.9022556390977443,6.516948589178406,0.695418045112782,0.69119,0.7344461538461539,0.4147746064680213
42.0,0.8776900643155745,-1.116903534652696,1.1766613028039623,0.5583041934193206,1.554920636198913,0.8288888888888889,6.820321402739024,0.9543103703703704,0.9438007149240394,1.0052207792207792,0.4404500409358423
43.0,1.929069797269458,-1.5339089777099222,1.6044376339351893,0.4220979216244992,1.7554009144300093,0.9406968124536694,6.681798038384324,0.8385144551519644,0.8292994483845548,0.9846875,0.5623187760314643
44.0,1.9464405367835647,-1.5613190686671332,0.8472236774807127,0.3240728740111472,1.2743286209657558,0.9045830202854996,6.284725439456661,0.5470758827948909,0.5498737541528239,0.5205511811023623,0.24142272014026653
45.0,1.9723985881464672,-1.8071615657423292,0.8728865715193277,0.35429077967735567,1.3096314849257555,0.8967310549777118,6.324791227436059,0.5689338781575037,0.5675186412593205,0.5812230215827339,0.2689749371371632
46.0,0.9735687763088489,-0.9519778051643287,0.729055610078669,0.36971455844694456,1.2947893672798307,0.7936390532544378,6.430032898970833,0.6358853550295858,0.6370820130475302,0.6312831541218638,0.25715412195105647
47.0,0.9530477281605756,-1.1536764684046459,0.8696011423763775,0.36157007622476905,1.2677244173140698,0.8024871982443307,6.476186959759525,0.6667980980248719,0.6685451230628988,0.6597,0.23615868027805687
48.0,0.8333768066183588,-0.5243140026204895,0.6958029246968112,0.3724715486679067,1.1986953105693106,0.7278712509144111,6.478142789990104,0.6720277980980249,0.6683005025125629,0.681997311827957,0.17989679371730885
49.0,1.2410543788330308,-1.247265042070656,1.1857461419069673,0.46084546809687366,1.686265048345596,0.875092936802974,6.662425492705649,0.8181308550185873,0.8107884451996602,0.8695714285714286,0.5216827440516759
50.0,0.22197079407159814,-0.5465447629628964,0.5798030413512495,0.17585243567513126,1.0622428406065285,0.7014925373134329,6.154399559311777,0.4816540027137043,0.5163907156673115,0.4000227272727273,0.058554530299520596
51.0,1.2505183785804155,-1.0927611629210725,1.2907944833364644,0.4222733245789198,1.7682440246712616,0.8702175543885972,6.657320369234386,0.8264613653413353,0.8181137931034483,0.8824335260115607,0.5692417355168126
52.0,1.5361998470636709,-1.6697621292710643,1.0069811824163066,0.42562541744989585,1.5147035721879079,0.8975903614457831,6.512790791826141,0.6918599397590361,0.6915243288590605,0.6948014705882353,0.4145026140428192
53.0,1.8280102818278279,-1.8972481435191453,1.4545551666736205,0.374897879727221,1.8306366743340408,0.9448584202682563,6.542548019186059,0.7253822652757079,0.7219337539432177,0.784472972972973,0.6043835911378909
54.0,1.9795390064105134,-1.5316810111195842,0.9796110802415183,0.39683479225983026,1.5790508467481061,0.9039463886820551,6.433829650873597,0.6437051377513031,0.6387133443163098,0.6906821705426358,0.45619449924629196
55.0,1.3412338378225344,-1.5263356990689771,1.2851203879641626,0.36452886843561627,1.552787850676892,0.8690213392200147,6.556590017435425,0.7345717439293599,0.7312955122777308,0.7563089887640448,0.43951086818783114
56.0,1.398096990007361,-1.4305844021044662,2.199871416571603,0.2252983330836091,1.4018197954629465,0.8283132530120482,6.740360590775405,0.8918109939759037,0.8869445454545455,0.9152894736842105,0.3371730156046302
57.0,1.3285615135453641,-1.3333433264803094,1.1294579482504434,0.4570196177989016,1.5969471018753834,0.8827385287691187,6.6272881806816075,0.7909045884923526,0.7792920792079209,0.8783229813664598,0.4672837587289336
58.0,0.8491687367440747,-0.9085238916709922,2.0912100568603953,0.49483987417026964,1.9403766397713282,0.88470066518847,7.0953502908444674,1.3182808573540281,1.2923675856307435,1.5171153846153846,0.6626250450485004
59.0,0.8747310187900553,-1.1292714779452873,1.4027418669481626,0.491072854555682,1.58218042099513,0.8550295857988166,6.832356341336794,0.9804511834319526,0.9714299307958477,1.0336581632653061,0.4578746452572414
60.0,2.448371492179967,-1.7995192161066236,0.9474862738135822,0.38591902293513386,1.4208213672378045,0.927888153053716,6.375296978289627,0.5995025754231053,0.5977882632831086,0.6215612244897959,0.3505264007583822
61.0,2.4218760911654584,-1.4689327666731333,1.1059690292443116,0.3909204993958454,1.4108166164125884,0.9123711340206185,6.468290083545657,0.6626259204712813,0.6599628732849071,0.6903529411764706,0.3434498707246371
